00-00-00-4A-3C-83-6D-44-9F-D0-75-BC-08-9C-F1-75-B9-F7-EA-6B-95-AF-78-38-AB-FD-B3-56-38-3A-55-17,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777521355103,63024061
00-00-00-D9-58-89-F5-83-22-19-B4-21-CC-A5-15-2E-CF-3C-0A-BE-E2-71-CF-F7-8D-64-08-0D-C4-48-55-8A,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777521355103,82410073
00-00-00-43-38-C7-FB-DC-F2-48-EB-F0-17-7C-9D-28-BA-DB-DE-83-25-2F-09-63-D5-68-12-9F-CD-76-B7-80,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777521355103,111499774
00-00-00-7C-77-18-91-3D-70-32-C3-8A-07-00-C4-11-F5-FF-88-A0-9C-5C-01-92-E8-C8-45-0F-C8-80-CC-8E,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777521355103,114255337
00-00-00-7A-63-38-4F-8E-C5-B5-94-DE-55-F4-AD-70-4A-66-F3-83-89-2E-7E-3E-BD-74-77-37-DF-9E-50-6C,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777521355103,133842341
00-00-00-0C-5E-19-E2-05-75-9C-A0-18-13-CD-02-AE-96-B4-4C-CE-59-31-EE-4B-BE-FF-2F-5B-2F-A5-AC-80,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777521355103,139312556
00-00-00-00-0E-2B-3D-F6-FC-F0-87-57-3E-3D-5E-BF-9A-0C-DE-44-DF-8C-57-75-5F-79-48-5E-E0-EA-E4-5C,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777537075751,29028796805
00-00-00-00-0E-F4-46-A9-54-85-30-B6-2B-C4-2D-20-59-B2-DF-E6-B4-30-6F-36-8D-86-83-F4-2D-A2-13-5D,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777537075751,35101184130
00-00-00-03-91-D8-3B-63-AB-29-72-A9-7A-22-81-85-30-C1-70-F1-D3-D0-84-D7-81-92-19-F4-FF-41-37-88,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777613300717,238014328
00-00-00-01-C5-C4-9A-13-1D-D3-BD-D9-B1-4A-1A-83-60-F1-B1-F4-D5-56-CC-B6-32-29-83-33-29-D7-5E-5C,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777613300717,254455474
00-00-00-00-0E-67-A8-21-0C-5D-60-6F-AD-AA-4F-EB-0E-4D-00-D6-3E-48-D9-50-90-97-09-C2-31-87-11-00,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777614371924,7620556866
00-00-00-00-0C-48-E8-12-BF-20-FD-44-D0-1D-B1-F9-06-C5-E7-07-93-BD-65-4F-93-B1-CB-28-B3-F0-10-89,0,*x98kk3 pays t36fw3 34.88 j92fw6**t36fw3 pays a34fn3 54.28 b32kw5**l09ef3 pays t36fw3 85.23 r29xl3**w78qw3 pays e48sk1 92.28 b83dr5*,1777614371924,14024782153
